"ServiceKey","ModuleKey","ModuleNameAr","ServiceNameAr","OriginalHref","OriginalUrl","OriginalFields","OriginalActions","OriginalStates","OriginalValidations","OriginalTables","OriginalFilters","OriginalExports","OriginalPermissions","LocalRoute","LocalApi","LocalEntity","Migration","LocalService","CatalogStatus","ParityStatus","EvidenceSource","EvidenceCapturedAt","TestCoverage","AcceptanceChecklist"
"programs-projects-designs.program_manager_custody","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","تسجيل عهدة علي برنامج","program_manager_custody.php","https://www.sarh.org.sa/rafed/program_manager_custody.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.program_manager_custody","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.program_manager_expenses","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","تسجيل مصروفات البرامج","program_manager_expenses.php","https://www.sarh.org.sa/rafed/program_manager_expenses.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.program_manager_expenses","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.program_manager_income","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","تسجيل إيرادات البرامج","program_manager_income.php","https://www.sarh.org.sa/rafed/program_manager_income.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.program_manager_income","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.program_manager_financials","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","سجل المصروفات و الإيرادات","program_manager_financials.php","https://www.sarh.org.sa/rafed/program_manager_financials.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.program_manager_financials","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.program_manager_forms","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","إدارة نماذج التسجيل للبرامج","program_manager_forms.php","https://www.sarh.org.sa/rafed/program_manager_forms.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.program_manager_forms","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.qual_required","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","مستفيدين بحاجة لتأهيل","qual_required.php","https://www.sarh.org.sa/rafed/qual_required.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.qual_required","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.qual_opinion","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","رأي إدارة التأهيل","qual_opinion.php","https://www.sarh.org.sa/rafed/qual_opinion.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.qual_opinion","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.qual_projects","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","تسجيل مشروع مستفيد","qual_projects.php","https://www.sarh.org.sa/rafed/qual_projects.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.qual_projects","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.qual_projects_database","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","قاعدة بيانات المشاريع","qual_projects_database.php","https://www.sarh.org.sa/rafed/qual_projects_database.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.qual_projects_database","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.qual_installments","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","قاعدة بيانات الأقساط","qual_installments.php","https://www.sarh.org.sa/rafed/qual_installments.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.qual_installments","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.qual_late","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","المتأخرين عن السداد","qual_late.php","https://www.sarh.org.sa/rafed/qual_late.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.qual_late","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.qual_paid","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","قاعدة بيانات المسددين","qual_paid.php","https://www.sarh.org.sa/rafed/qual_paid.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.qual_paid","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.qual_qualified","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","قاعدة بيانات المؤهلين","qual_qualified.php","https://www.sarh.org.sa/rafed/qual_qualified.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.qual_qualified","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"programs-projects-designs.qual_reports","programs-projects-designs","إدارة البرامج والمشاريع والتصاميم","تقارير المشاريع التأهيلية","qual_reports.php","https://www.sarh.org.sa/rafed/qual_reports.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/programs-projects-designs.qual_reports","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"beneficiary-services.request_create","beneficiary-services","إدارة خدمات المستفيدين","إضافة طلب إعانة","request_create.php","https://www.sarh.org.sa/rafed/request_create.php","search_input [text]; user_type; user_id; extra_type; title [text]; internal; type; importance; description [text]; needs [text]; support_type [hidden]; support_subtype; targeted_category; notes; إضافة صور [file]; images [hidden]; إضافة مرفقات [file]; attachments [hidden]","form post https://www.sarh.org.sa/rafed/request_create.php; button: المهام; button: التنبيهات; button: المشرف الاداري العام مشرف اداري; button: تسجيل الخروج; button: إضافة صور; button: إضافة مرفقات; button: إضافة سجل","Not captured","Not captured","2 table(s) observed","Not captured","Not captured","Not captured","/rafed/beneficiary-services.request_create","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-sample-pages.json: captured structural metadata","2026-07-07T11:51:06Z","Not assessed","Not started"
